Customer_Name,Street_Address,City,State,Zipcode,Age,Income,Payment_History,Number_of_Open_Credit_Cards,Credit_Score,Total_Debt,State_FIPS,Region_FIPS
Wilden Cockshott,941 Donald Road,New Haven,CT,6533,79,62979,0.75,14,472,92924,9,1
Jacquetta Jan,77169 Emmet Park,Vero Beach,FL,32964,47,60306,0.98,6,787,408351,12,3
Rooney Avent,2382 Norway Maple Hil,Austin,TX,78721,63,114230,0.77,13,543,149183,48,3
Bronson Paterson,13308 Tennyson Terrac,Fredericksbur,VA,22405,64,96675,0.83,4,646,238404,51,3
Madelene Padley,9348 Del Mar Terrace,Houston,TX,77293,61,141163,0.74,3,440,418520,48,3
Ryon Southby,9 Old Gate Alley,Waco,TX,76796,28,104201,0.8,2,591,140730,48,3
Delainey Aviss,2786 Briar Crest Junc,Brooklyn,NY,11210,44,38920,0.74,8,442,86599,36,1
Lauritz Henryson,79575 Dorton Point,Saint Louis,MO,63169,29,54834,1,2,340,226483,29,2
Archie Moloney,733 Kennedy Terrace,Houston,TX,77228,44,114720,0.82,11,604,323486,48,3
Camella Filippi,090 Pond Trail,Lawrenceville,GA,30245,68,53039,0.72,5,419,345375,13,3
Wilow Treadaway,07 Prairie Rose Junct,Birmingham,AL,35285,27,84450,1,11,302,222830,1,3
Adriana Haxell,35370 Golf Course Cro,Harrisburg,PA,17105,52,61021,0.7,7,364,192455,42,1
Maje Ruddiman,157 Novick Hill,Topeka,KS,66667,57,54962,0.96,10,748,160803,20,2
Eldredge Nelane,7372 Dakota Street,Rockford,IL,61110,37,105129,1,3,828,284457,17,2
Avril Postans,16749 Eliot Crossing,Odessa,TX,79769,32,42269,0.76,0,514,255840,48,3
Bibi McLugaish,309 Grim Place,Washington,DC,20299,46,74040,0.74,9,441,127809,11,3
Donielle De Hooch,37059 Granby Point,Green Bay,WI,54313,39,124865,0.96,4,729,151708,55,2
Sada Godfrey,2 Mendota Drive,Dallas,TX,75246,69,124341,0.88,15,677,126046,48,3
Celle Welbeck,009 American Ash Cros,Lansing,MI,48919,79,67137,0.99,4,808,77075,26,2
Gwen Potts,0 Fulton Parkway,Pasadena,CA,91103,29,140708,0.96,14,744,372580,6,4
Aigneis Lamperti,21501 Rockefeller Pas,Houston,TX,77015,29,40133,0.75,13,471,385546,48,3
Cherida Lackham,67 Pleasure Crossing,Burbank,CA,91505,65,95468,0.98,7,780,259945,6,4
Rosemary Badder,5610 Summit Court,Baltimore,MD,21275,46,33004,0.82,9,606,187662,24,3
Ernaline Jesse,744 Clove Pass,Tallahassee,FL,32304,59,35828,0.82,12,601,182451,12,3
Lonni Godlee,9183 7th Street,Naples,FL,33961,48,131147,0.8,8,598,243417,12,3
Forrester MacIlwrick,4 Messerschmidt Alley,Minneapolis,MN,55428,27,48031,0.88,10,684,306262,27,2
Meryl Reddan,03 Bay Avenue,Bridgeport,CT,6606,40,92707,0.78,6,561,81291,9,1
Elvyn Cymper,237 Daystar Pass,Fort Worth,TX,76110,40,59091,1,0,348,483735,48,3
Shae Cheley,694 Bluestem Trail,Brooklyn,NY,11210,71,144084,1,11,319,41688,36,1
Abey Biagioni,58230 Hallows Way,Minneapolis,MN,55402,64,134586,0.74,9,444,31282,27,2
Biddie Sinson,04 Bartillon Crossing,Clearwater,FL,34629,66,43858,0.75,2,485,375394,12,3
Olav Bowes,2 Ridge Oak Lane,Miami,FL,33124,64,37695,0.75,3,462,411980,12,3
Cayla Rignall,96 Karstens Avenue,Migrate,KY,41905,76,126330,0.7,12,384,72122,21,3
Marlee Picott,6 Briar Crest Junctio,Denton,TX,76205,39,62235,0.74,14,445,199070,48,3
Kelila Ewles,82 Glacier Hill Trail,Reston,VA,20195,69,55762,0.99,0,803,200986,51,3
Hubie Deniso,3677 Nova Lane,College Stati,TX,77844,75,49620,0.92,9,712,341408,48,3
Katy Spreag,6 Moulton Hill,New York City,NY,10110,78,143656,1,2,838,54253,36,1
Caril Chipping,197 Fordem Street,Dallas,TX,75210,79,56965,0.75,14,487,300384,48,3
Teriann Slatford,34 Myrtle Way,Scottsdale,AZ,85271,61,40837,1,11,346,280334,4,4
Gayla Server,9 Golf View Park,Canton,OH,44720,43,93414,0.75,4,456,192176,39,2
Aliza Maynard,77 Little Fleur Park,Johnstown,PA,15906,47,126261,0.98,3,775,445697,42,1
Olenka Trowsdall,711 Glendale Park,San Antonio,TX,78278,22,79739,0.72,11,420,340746,48,3
Catina Galiero,418 Judy Road,Omaha,NE,68110,25,42080,1,6,315,54032,31,2
Penni Mawne,218 Eagan Crossing,Knoxville,TN,37924,31,62825,0.78,1,560,51783,47,3
Morris Mohammed,7 Fieldstone Way,Washington,DC,20546,27,75200,0.75,15,455,379171,11,3
Madge Lamey,61966 Novick Parkway,Milwaukee,WI,53210,26,97860,1,11,829,416580,55,2
Perry MacRinn,864 Mandrake Street,Akron,OH,44393,27,47444,0.83,14,638,199831,39,2
Hazel Bryan,4555 Bashford Pass,Jefferson Cit,MO,65105,26,68824,0.99,6,817,201997,29,2
Simon Vyvyan,2 Sycamore Point,Madison,WI,53705,39,42263,0.7,11,374,194046,55,2
Sherlocke Cicchitello,75 Haas Place,Atlanta,GA,30380,40,85112,0.78,11,568,290606,13,3
Karina Featherbie,58282 Fair Oaks Plaza,Virginia Beac,VA,23459,52,117518,0.82,9,603,1108,51,3
Ethe Edmed,4206 Bonner Lane,Cincinnati,OH,45271,76,146054,0.83,12,650,329,39,2
Rita Merman,4426 Coleman Parkway,Little Rock,AR,72215,48,99723,0.85,7,668,222943,5,3
Moyna Gartell,5 Mcbride Lane,Houston,TX,77234,78,61249,0.7,13,385,81859,48,3
Judi Valdes,3581 Haas Alley,Tampa,FL,33615,26,113883,0.99,3,801,133723,12,3
Trista Paradis,892 Brentwood Alley,Littleton,CO,80126,46,129849,1,14,309,1345,8,4
Melisent Curragh,2 Columbus Place,Montgomery,AL,36109,49,94070,0.7,13,361,303753,1,3
Kim Crocroft,584 Golf Hill,Independence,MO,64054,68,46744,1,11,340,239457,29,2
Elsey Human,9 Wayridge Junction,Orlando,FL,32885,68,95064,1,7,323,370384,12,3
Audre Kobierra,530 Hermina Trail,Worcester,MA,1610,38,44205,0.7,2,387,433891,25,1
Ted Atlay,2 Ludington Lane,Cincinnati,OH,45223,39,91413,0.77,11,548,218211,39,2
Aprilette Maplethorpe,84 Springs Lane,Fort Wayne,IN,46867,43,87923,0.77,11,539,63246,18,2
Lindsay Spollen,11264 Carpenter Point,Philadelphia,PA,19104,33,132530,0.8,12,580,19329,42,1
Lon Bloxsome,265 Portage Plaza,Portland,ME,4109,27,142917,0.92,12,722,364997,23,1
Nathalie Arnaldy,4786 Alpine Parkway,Youngstown,OH,44505,63,67447,0.82,5,608,185608,39,2
Yurik Mugleston,70 Hauk Crossing,Young America,MN,55557,25,40368,1,15,833,416690,27,2
Sibyl Somers,23109 Cascade Street,Charlotte,NC,28215,20,38206,1,9,303,413017,37,3
Jonie Pettiford,87 Crescent Oaks Cent,Washington,DC,20057,80,115273,0.74,10,439,154675,11,3
Cristabel Wyllt,721 Waywood Hill,Minneapolis,MN,55428,62,34364,0.78,4,557,353617,27,2
Piggy Gannaway,94910 Carberry Park,Biloxi,MS,39534,63,68605,0.98,5,755,181289,28,3
Caro Ortes,21218 Northland Cente,Des Moines,IA,50305,63,117204,0.8,2,597,430703,19,2
Ransom Gawthorpe,04055 Saint Paul Cent,Omaha,NE,68134,44,82986,0.8,5,576,43508,31,2
Wolf McAughtry,89623 Oak Valley Lane,Colorado Spri,CO,80995,31,41547,0.75,9,456,183719,8,4
Raynard Greenless,96866 Waubesa Plaza,Birmingham,AL,35290,62,66743,1,2,843,49603,1,3
Frances Saye,12899 Blackbird Road,Henderson,NV,89012,38,36910,1,8,334,166502,32,4
Ronald Sincock,0730 Johnson Park,Tampa,FL,33661,26,29764,0.98,1,784,94805,12,3
Desdemona Haseldine,175 Macpherson Center,Baton Rouge,LA,70810,71,129996,0.7,13,391,62734,22,3
Freda Merritt,29621 Dovetail Parkwa,Miami,FL,33169,69,96867,1,12,306,14896,12,3
Germaine Talman,465 Walton Park,Miami,FL,33124,68,36404,0.88,4,694,24945,12,3
Boone Dunning,7 Artisan Avenue,Columbus,OH,43204,21,116127,0.85,13,672,161037,39,2
Gladi Butlin,811 Badeau Park,Aurora,CO,80015,32,71240,0.88,11,694,235634,8,4
Ferdinande Gallahar,99 Melrose Crossing,Huntington,WV,25770,58,95511,0.75,2,471,490138,54,3
Lanette Grimolbie,2 Linden Lane,New York City,NY,10260,54,145560,0.7,10,389,416812,36,1
Field Huison,30 Bultman Plaza,Los Angeles,CA,90030,36,39873,0.75,2,454,235984,6,4
Helsa Thiese,822 Gina Court,Pensacola,FL,32526,28,124521,0.74,12,440,301642,12,3
Jamil Daouse,79298 Linden Road,Orange,CA,92862,29,32034,0.96,8,746,131601,6,4
Celestine Zollner,474 Forest Dale Junct,Springfield,MA,1129,48,137401,0.72,3,423,147763,25,1
Kalvin Dannel,7862 Comanche Lane,Grand Rapids,MI,49505,47,54191,0.74,0,443,410231,26,2
Zuzana Aiton,134 Corben Street,Reno,NV,89519,75,104798,0.98,9,795,480061,32,4
Laverne Bischoff,54 Anthes Court,Wilkes Barre,PA,18763,71,123476,0.98,9,771,384550,42,1
Flossi Ashlee,9821 Clyde Gallagher,New York City,NY,10125,56,144664,1,9,309,311068,36,1
Grover Mathie,77 Cambridge Alley,Tulsa,OK,74126,79,26877,0.74,12,431,427376,40,3
Robers Zollner,2 Rockefeller Terrace,Waco,TX,76796,80,80556,0.85,9,664,327051,48,3
Marya Burfoot,36146 Warbler Plaza,Youngstown,OH,44505,55,76698,0.74,14,439,240723,39,2
Ingeborg Pettwood,56797 Donald Junction,Spring,TX,77386,48,66073,0.92,14,721,162415,48,3
Berton Coppock.,19 Merrick Street,Santa Rosa,CA,95405,63,124126,0.76,14,502,41773,6,4
Cherin Patmore,24 Welch Street,Saint Paul,MN,55172,34,75608,0.7,9,368,420639,27,2
Guinna Scaysbrook,6 Butternut Center,Boston,MA,2298,43,84329,0.85,14,670,427549,25,1
Charmian Fripp,5919 Bonner Drive,Trenton,NJ,8650,64,32508,0.78,2,574,87447,34,1
Mandie Milliere,980 Weeping Birch Poi,Richmond,VA,23237,56,82048,0.75,1,468,219577,51,3
Alicea Maddin,42384 Heath Plaza,Waco,TX,76705,33,136635,0.78,12,565,74683,48,3
Dmitri Hymans,531 Charing Cross Roa,Charlotte,NC,28247,46,77942,0.72,10,422,364227,37,3
Bettine Wimlet,484 Meadow Ridge Poin,Pittsburgh,PA,15210,68,57829,0.74,14,432,339474,42,1
Paulette MacClure,91 Milwaukee Park,Albuquerque,NM,87115,49,137726,0.98,9,779,212819,35,4
April Joire,49710 Sugar Crossing,Utica,NY,13505,47,107338,0.7,6,376,314041,36,1
Katrina Damato,624 Emmet Avenue,Long Beach,CA,90810,22,113730,1,13,828,34640,6,4
Wyn Brusle,32243 Kings Plaza,Charleston,SC,29424,53,107686,0.77,3,539,496291,45,3
Candy Itzik,7192 Schmedeman Junct,Toledo,OH,43610,48,53956,0.99,7,820,49504,39,2
Forest Grunbaum,672 Summerview Point,Dayton,OH,45432,27,65016,0.78,5,558,44630,39,2
Nerte Cicconettii,7 Hazelcrest Road,Madison,WI,53779,57,118018,0.85,4,671,43490,55,2
Randall Jelley,064 Carberry Place,Winston Salem,NC,27157,59,82831,0.98,15,751,135363,37,3
Gayleen Dottridge,3 Westerfield Park,Columbia,SC,29225,46,34601,0.82,6,607,71176,45,3
Philis Pedro,58 Mcbride Alley,Saint Petersb,FL,33742,46,102337,0.8,13,586,267176,12,3
Shanie Duchart,3505 Hauk Hill,Colorado Spri,CO,80930,61,80921,0.92,13,708,126138,8,4
Berk Tigwell,59837 Gina Center,Fairfax,VA,22036,48,69868,0.75,0,466,14104,51,3
Matteo Cosford,89 Hudson Court,Bozeman,MT,59771,40,29062,0.98,4,774,424447,30,4
Andrei Morfell,06 Carey Terrace,Syracuse,NY,13205,43,96110,0.92,8,718,437506,36,1
Leoline Meakin,03391 Brown Terrace,Santa Clara,CA,95054,26,39465,0.75,12,488,427015,6,4
Lucas Tolwood,66465 Upham Park,Fort Worth,TX,76162,76,58834,0.76,4,518,304903,48,3
Tiff Risbrough,5714 Norway Maple Pla,Austin,TX,78789,24,65421,0.75,10,495,211556,48,3
Anna Lambert-Ciorwyn,58871 Prairieview Pas,Clearwater,FL,34620,73,147413,1,15,830,212076,12,3
Sybyl Gomery,6481 Shasta Point,Los Angeles,CA,90020,78,68452,1,6,830,445200,6,4
Dallis Vasentsov,88 Luster Junction,Montpelier,VT,5609,23,149925,0.72,6,410,308806,50,1
Barron Benito,73 Stone Corner Court,San Jose,CA,95194,59,125203,0.82,9,621,316999,6,4
Madelaine Allworthy,5341 Brentwood Point,Metairie,LA,70005,41,31615,0.72,0,416,286360,22,3
Zaria Houlden,001 Sachs Junction,Birmingham,AL,35220,33,120227,0.85,14,675,226876,1,3
Taite Fawlks,840 Delaware Court,Harrisburg,PA,17105,49,47186,0.72,12,416,252766,42,1
Giulietta Beincken,051 Hoard Drive,Fort Wayne,IN,46862,69,104203,0.98,14,768,384523,18,2
Corena O'Gavin,04737 Mallory Place,Fort Wayne,IN,46896,76,35418,0.75,1,476,299162,18,2
Stanton Caughte,705 South Way,Myrtle Beach,SC,29579,68,57527,0.8,7,581,343181,45,3
Auguste Coull,79 Warner Road,San Francisco,CA,94126,78,54285,1,0,304,270966,6,4
Abigale Kenafaque,507 Vermont Avenue,Sarasota,FL,34238,34,37065,0.78,5,558,98723,12,3
Nada Ecles,2313 Logan Way,Fort Lauderda,FL,33315,54,121586,0.78,10,551,422378,12,3
Dominik Slimings,3 Springview Pass,Largo,FL,33777,31,144726,0.8,7,591,245367,12,3
Jamal Jolin,7615 Basil Junction,Southfield,MI,48076,41,82749,0.75,11,484,372817,26,2
Evie McNerlin,5 Homewood Park,Tampa,FL,33673,59,139868,0.7,15,354,39711,12,3
Nanice Otson,35 Brown Parkway,Bismarck,ND,58505,34,44543,1,8,837,167171,38,2
Cleon Conway,3 Del Mar Trail,Largo,FL,34643,52,130677,0.82,6,620,414619,12,3
Nefen Asche,4 Schurz Park,Phoenix,AZ,85030,68,36595,0.78,0,570,12857,4,4
Hamil Twidle,52 Forest Run Drive,Charlotte,NC,28230,29,54832,0.96,11,745,483411,37,3
Flor Klousner,864 South Trail,Laredo,TX,78044,44,130511,0.78,1,551,278367,48,3
Francoise Bathurst,52316 Summit Alley,Houston,TX,77085,78,143387,0.85,0,664,169544,48,3
Ase Blackway,99915 Mariners Cove P,Kingsport,TN,37665,33,107116,0.78,8,566,442857,47,3
Lynett Jarrell,97 Oak Valley Terrace,Bronx,NY,10474,75,50824,0.74,9,450,479157,36,1
Bunny Jorck,5591 Anzinger Plaza,Lehigh Acres,FL,33972,70,129552,0.77,13,544,401804,12,3
Erma Cabbell,686 Dottie Alley,Albuquerque,NM,87201,71,67070,0.75,2,500,128269,35,4
Barney Takis,3504 Butterfield Cros,Reno,NV,89519,62,84873,1,8,309,253696,32,4
Nathanial Stading,5 Burning Wood Place,Buffalo,NY,14269,47,28942,0.83,0,632,196279,36,1
Ernesta O'Beirne,9 Fremont Court,Las Vegas,NV,89110,75,56614,0.88,14,688,25545,32,4
Kanya Botcherby,4 Valley Edge Street,San Jose,CA,95194,64,84945,0.82,8,613,393124,6,4
Moyra Clixby,445 Ridgeview Hill,Schenectady,NY,12325,42,93233,0.7,4,395,179288,36,1
Jerome Haine,578 Delaware Plaza,Fort Wayne,IN,46814,50,85356,0.83,12,626,163396,18,2
Carley Yanne,80 Thierer Court,Cleveland,OH,44197,40,112390,0.76,0,522,406780,39,2
Dolorita Issac,971 Bellgrove Junctio,Saint Paul,MN,55127,37,102823,0.75,2,489,122181,27,2
Eldridge Piggin,11 Dorton Court,Birmingham,AL,35254,60,90192,0.7,15,371,248867,1,3
Barbie Robertz,0 Scott Drive,Washington,DC,20392,34,100490,0.7,6,386,181375,11,3
Gussie Mee,459 Morningstar Trail,Littleton,CO,80161,44,134227,0.78,13,569,208403,8,4
Umberto Wais,7059 Memorial Circle,Nashville,TN,37245,64,145535,0.99,7,802,474233,47,3
Orton Pasek,55 Susan Terrace,Charleston,WV,25389,51,96233,0.75,9,476,394672,54,3
Washington Phuprate,043 Gale Crossing,Mobile,AL,36689,75,57015,0.88,6,679,392978,1,3
Arabele Plester,1 Division Way,San Antonio,TX,78205,41,129256,1,7,344,382025,48,3
Luis Haskur,18225 Holmberg Point,Bryan,TX,77806,77,148084,0.98,8,757,298882,48,3
Shadow O'Hearn,80289 Waxwing Circle,Los Angeles,CA,90050,30,90230,0.88,3,686,53086,6,4
Barn Ventom,60 Pond Street,Saint Paul,MN,55114,56,133937,0.74,9,429,176463,27,2
Pascal Beetles,4 Rieder Hill,Houston,TX,77223,36,44648,0.75,10,457,439933,48,3
Sybyl Morant,13594 Trailsway Cross,Chicago,IL,60646,26,39828,0.82,12,607,337789,17,2
Curcio Whitehorne,414 Loeprich Pass,Chicago,IL,60624,23,90558,0.7,7,383,15267,17,2
Stavro Cucinotta,0742 Boyd Street,Lexington,KY,40505,58,39036,0.7,4,371,217998,21,3
Pet Purseglove,15 Ohio Lane,Wilmington,DE,19897,68,135410,0.8,11,585,71973,10,3
Jacki La Grange,28018 Sunnyside Circl,Des Moines,IA,50315,61,32020,0.75,15,468,257730,19,2
Dominique Markwick,72186 Oak Road,San Luis Obis,CA,93407,74,100044,0.75,13,475,351456,6,4
Alanson Sadry,0 Corry Hill,Salt Lake Cit,UT,84145,60,75161,0.75,14,498,373651,49,4
Kristopher Fleming,2 Meadow Ridge Pass,Springfield,IL,62794,29,30520,0.76,9,506,277975,17,2
Ros Le Barr,82380 Toban Crossing,Rochester,NY,14683,76,42811,0.76,10,515,162038,36,1
Birdie Janu,7128 Dennis Road,Reston,VA,20195,78,141818,0.78,11,565,418391,51,3
Alica Swiffin,0257 Killdeer Alley,Columbus,MS,39705,77,45696,0.77,3,538,232655,28,3
Luz Lewing,21170 Basil Circle,Petaluma,CA,94975,25,68049,0.85,6,662,141704,6,4
Jehanna Sickamore,8 Autumn Leaf Drive,Grand Rapids,MI,49560,80,86445,1,9,342,419063,26,2
Judas De Carteret,98 Mallard Place,Seattle,WA,98115,75,144123,0.88,8,689,486339,53,4
Ramsey Bowstead,7813 Cherokee Avenue,Ventura,CA,93005,43,46808,0.75,0,483,422571,6,4
Barnie Floris,68 La Follette Hill,Huntington,WV,25716,66,70651,0.82,12,611,428799,54,3
Casper Teasey,24 Fallview Alley,Roanoke,VA,24048,33,42095,0.7,8,370,322721,51,3
Valenka Trehearn,26752 Melby Plaza,Tulsa,OK,74149,20,59565,0.98,10,792,87687,40,3
Hilton Dubery,5908 Hudson Place,Baltimore,MD,21281,33,80031,0.98,11,775,288962,24,3
Grove Newall,2 Larry Terrace,Lincoln,NE,68505,65,138256,0.99,2,821,378545,31,2
Raphaela Bastock,4 Gateway Place,Boston,MA,2203,31,82709,0.83,14,628,264660,25,1
Madel Raw,35 Raven Drive,Saint Louis,MO,63110,69,82966,0.77,8,534,301662,29,2
Vachel Peiro,2 Jackson Circle,Honolulu,HI,96810,33,147823,0.72,7,412,362199,15,4
Decca Pfeuffer,02 Monica Hill,Flint,MI,48555,67,78307,0.88,0,676,188771,26,2
Christen Schule,4609 Birchwood Trail,Huntsville,AL,35895,42,128934,0.7,5,360,452259,1,3
Fleur McCosh,374 Schlimgen Terrace,Pittsburgh,PA,15255,27,99289,0.75,0,491,311055,42,1
Felicio Witch,0 Monterey Point,Washington,DC,20380,47,147710,0.7,4,367,378971,11,3
Konstantine Pentercos,11 Dorton Way,Kissimmee,FL,34745,77,101357,0.98,0,793,25431,12,3
Ava Huson,6 Oak Valley Drive,Pensacola,FL,32590,40,56581,0.98,1,782,159352,12,3
Larisa Arthurs,63807 4th Plaza,Greenville,SC,29615,37,127622,0.7,2,390,425940,45,3
Colman Waterdrinker,12164 Summit Junction,Warren,OH,44485,75,50178,0.82,11,616,36436,39,2
Nissie Izatt,6 Mesta Crossing,Naples,FL,33963,60,142348,0.7,10,355,343558,12,3
Artus Devereux,2056 Bluejay Trail,San Jose,CA,95118,56,146015,0.98,2,755,139777,6,4
Ashly Bodell,59 Erie Park,Albuquerque,NM,87190,47,69513,0.7,15,363,252494,35,4
Karlie Waterworth,61142 Lukken Park,Laurel,MD,20709,80,44808,0.83,13,653,65944,24,3
Merrill Light,20034 Calypso Road,Roanoke,VA,24034,76,33974,0.82,10,619,381637,51,3
Stavro Leftridge,1732 Lillian Avenue,New Orleans,LA,70183,27,38111,0.85,0,661,495729,22,3
Joane King,30230 Lyons Street,Alpharetta,GA,30022,79,54270,0.98,15,769,225659,13,3
Chane Yellep,0743 Ramsey Point,Harrisburg,PA,17140,33,114907,0.92,8,715,480452,42,1
Aretha Gellert,78038 Texas Plaza,Sioux Falls,SD,57198,25,114959,0.8,9,597,66443,46,2
Zechariah Rosenboim,3664 Fulton Junction,Tucson,AZ,85743,21,148743,0.82,9,625,382838,4,4
Bruce Learie,5999 Fordem Avenue,Concord,CA,94522,55,114113,0.76,6,517,408701,6,4
Reinwald Comben,37 Northport Trail,West Palm Bea,FL,33421,35,52386,0.7,10,356,417190,12,3
Adriena Culmer,4347 Norway Maple All,Tucson,AZ,85737,71,109820,0.77,13,542,310318,4,4
Buiron Rolles,3830 Hagan Plaza,Worcester,MA,1654,28,144355,0.99,1,823,421461,25,1
Zaneta Sciacovelli,16 Loeprich Lane,Oxnard,CA,93034,58,37763,1,6,326,250817,6,4
Cash Scuse,658 Memorial Way,San Bernardin,CA,92410,29,130537,0.7,8,355,59871,6,4
Xerxes Kyteley,0 Pennsylvania Road,Raleigh,NC,27615,74,57144,0.74,14,437,305105,37,3
Lizzy Ashborne,55 Barby Point,Cincinnati,OH,45213,38,107231,0.7,5,362,111066,39,2
Abelard Banke,69 Lighthouse Bay Hil,Dallas,TX,75251,34,148279,0.8,6,582,430391,48,3
Dallas Batsford,782 Fulton Circle,New Orleans,LA,70124,24,120802,0.85,11,657,471743,22,3
Thibaut Whibley,931 Warrior Center,Dearborn,MI,48126,61,93269,0.77,11,538,263442,26,2
Joela Hollingsbee,141 Sunbrook Trail,Tacoma,WA,98447,52,130793,0.88,8,679,46206,53,4
Vera Newis,19 Badeau Plaza,Amarillo,TX,79165,79,59345,0.78,14,569,223565,48,3
Christen Keinrat,5 Welch Avenue,Detroit,MI,48206,56,146210,0.98,1,781,412052,26,2
Rolfe Farrant,438 Mendota Point,Sandy,UT,84093,28,102257,0.99,7,803,158722,49,4
Gertrude Heaseman,3 Bluestem Way,Richmond,CA,94807,65,84862,0.82,8,610,94138,6,4
Haven Crake,2347 Loeprich Parkway,Young America,MN,55564,32,25221,0.77,3,547,259477,27,2
Anastasia Vanner,893 Forest Dale Place,Valdosta,GA,31605,42,70235,0.99,10,822,350988,13,3
Deena Espy,12874 Di Loreto Hill,Philadelphia,PA,19160,32,55118,0.88,14,679,218974,42,1
Zara Hustler,2040 Northridge Point,Fort Worth,TX,76129,73,61229,1,9,330,220796,48,3
Milli Smorthwaite,52966 Tony Crossing,Houston,TX,77250,64,127974,0.75,6,462,40647,48,3
Hamil Marusyak,569 Killdeer Alley,Springfield,IL,62756,79,133182,0.76,4,523,399603,17,2
Alysia Castan,7509 Harper Crossing,Loretto,MN,55598,37,123686,0.76,5,525,152333,27,2
Patin Pleace,2 Oneill Pass,Milwaukee,WI,53215,65,53927,0.82,8,624,252491,55,2
Vasili Rossbrooke,5 Green Ridge Road,Albuquerque,NM,87190,49,62657,0.98,5,754,385804,35,4
Seymour Marchelli,61224 Ridgeway Place,Indianapolis,IN,46295,63,110600,1,13,309,42237,18,2
Jourdain Merill,596 Del Sol Center,Tampa,FL,33615,33,148285,0.96,4,747,413882,12,3
Modestine Stratz,55 Jenifer Avenue,Brooklyn,NY,11215,36,39269,0.96,12,731,86083,36,1
Fanchon Jakubovitch,9 Ramsey Trail,Kalamazoo,MI,49006,33,77747,0.88,14,690,399498,26,2
Nannette McShirie,9998 Sloan Junction,Pensacola,FL,32511,69,142721,0.77,15,541,383987,12,3
Bambi Phelip,2070 Spenser Plaza,Garland,TX,75049,48,101651,0.77,5,550,333255,48,3
Esma Blowes,5108 Scott Alley,Peoria,IL,61629,54,43773,0.75,12,469,119405,17,2
Milka Sproson,170 Thompson Lane,Billings,MT,59105,27,123024,0.7,3,380,147733,30,4
Connie Yurivtsev,4 Utah Drive,Rochester,NY,14652,52,97820,0.98,0,754,248891,36,1
Vinni Nuss,445 Prairie Rose Poin,Grand Junctio,CO,81505,41,129651,0.74,15,431,450301,8,4
Ezequiel Strass,992 Redwing Circle,Columbus,OH,43204,61,90563,0.99,6,801,257862,39,2
Shaylyn Mateev,56 Stone Corner Hill,San Antonio,TX,78291,46,123947,1,11,832,373177,48,3
Koren Wanley,97605 Holy Cross Hill,Anderson,IN,46015,21,28659,1,10,326,272712,18,2
Jena Elloway,40 Golf Point,Lubbock,TX,79452,69,30784,0.7,6,392,415655,48,3
Coreen Coxwell,22 Bowman Lane,New York City,NY,10292,22,71017,0.76,15,508,318586,36,1
Malvina Alvares,49 Weeping Birch Park,Orlando,FL,32885,57,139908,0.98,9,758,470759,12,3
Faythe Margram,57 Prentice Center,Montgomery,AL,36177,70,121273,0.98,0,769,491193,1,3
Avrit Tuer,956 Jana Terrace,Young America,MN,55557,47,108670,0.74,0,436,395301,27,2
Theo Forth,4614 Bellgrove Street,Gainesville,FL,32605,41,114213,1,15,327,115388,12,3
Elvira Smalls,28965 Waywood Point,Topeka,KS,66642,61,120881,1,11,835,356117,20,2
Udall Chambers,3 Mosinee Plaza,Reading,PA,19610,43,96918,0.92,9,704,161939,42,1
Godfry Pettegree,17216 Fieldstone Plaz,Charlotte,NC,28230,71,124673,0.83,1,655,47059,37,3
Thayne Davidwitz,0794 Twin Pines Alley,Knoxville,TN,37931,22,37612,0.96,13,736,170947,47,3
Audie Tredinnick,39 Talisman Trail,Riverside,CA,92519,43,125524,0.83,15,629,225639,6,4
Katleen Josefowicz,60655 Rockefeller Pas,Houston,TX,77015,51,75911,1,4,342,292833,48,3
Philip Matissoff,84563 Onsgard Park,Norwalk,CT,6859,43,100127,0.7,13,368,152498,9,1
Beitris Gavigan,8 Heath Road,Dayton,OH,45432,44,81890,1,7,827,200441,39,2
